# 2021-02-17, 17:06:05.223042
# fs = 100 Hz, N = 1200
# NI 9201, 19.6.0
t,ai0
0.000000000,0.430966758
0.010000000,-0.108992067
0.020000000,-0.494676942
0.030000000,-0.201556437
0.040000000,0.379542108
0.050000000,0.430966758
0.060000000,-0.114134532
0.070000000,-0.499819407
0.080000000,-0.196413972
0.090000000,0.374399643
0.100000000,0.430966758
0.110000000,-0.114134532
0.120000000,-0.499819407
0.130000000,-0.206698902
0.140000000,0.374399643
0.150000000,0.430966758
0.160000000,-0.114134532
0.170000000,-0.499819407
0.180000000,-0.196413972
0.190000000,0.369257178
0.200000000,0.430966758
0.210000000,-0.114134532
0.220000000,-0.494676942
0.230000000,-0.196413972
0.240000000,0.374399643
0.250000000,0.425824293
0.260000000,-0.114134532
0.270000000,-0.499819407
0.280000000,-0.196413972
0.290000000,0.369257178
0.300000000,0.420681828
0.310000000,-0.114134532
0.320000000,-0.499819407
0.330000000,-0.186129042
0.340000000,0.374399643
0.350000000,0.420681828
0.360000000,-0.108992067
0.370000000,-0.499819407
0.380000000,-0.191271507
0.390000000,0.374399643
0.400000000,0.425824293
0.410000000,-0.114134532
0.420000000,-0.494676942
0.430000000,-0.196413972
0.440000000,0.374399643
0.450000000,0.425824293
0.460000000,-0.108992067
0.470000000,-0.499819407
0.480000000,-0.196413972
0.490000000,0.369257178
0.500000000,0.425824293
0.510000000,-0.114134532
0.520000000,-0.499819407
0.530000000,-0.196413972
0.540000000,0.379542108
0.550000000,0.420681828
0.560000000,-0.114134532
0.570000000,-0.494676942
0.580000000,-0.201556437
0.590000000,0.369257178
0.600000000,0.420681828
0.610000000,-0.108992067
0.620000000,-0.499819407
0.630000000,-0.196413972
0.640000000,0.379542108
0.650000000,0.430966758
0.660000000,-0.114134532
0.670000000,-0.494676942
0.680000000,-0.196413972
0.690000000,0.369257178
0.700000000,0.430966758
0.710000000,-0.114134532
0.720000000,-0.499819407
0.730000000,-0.196413972
0.740000000,0.374399643
0.750000000,0.425824293
0.760000000,-0.108992067
0.770000000,-0.494676942
0.780000000,-0.201556437
0.790000000,0.369257178
0.800000000,0.425824293
0.810000000,-0.114134532
0.820000000,-0.504961872
0.830000000,-0.191271507
0.840000000,0.369257178
0.850000000,0.425824293
0.860000000,-0.114134532
0.870000000,-0.494676942
0.880000000,-0.201556437
0.890000000,0.374399643
0.900000000,0.425824293
0.910000000,-0.119276997
0.920000000,-0.504961872
0.930000000,-0.196413972
0.940000000,0.369257178
0.950000000,0.425824293
0.960000000,-0.108992067
0.970000000,-0.504961872
0.980000000,-0.191271507
0.990000000,0.374399643
1.000000000,0.430966758
1.010000000,-0.124419462
1.020000000,-0.489534477
1.030000000,-0.201556437
1.040000000,0.374399643
1.050000000,0.425824293
1.060000000,-0.114134532
