# 2021-02-17, 17:06:59.122717
# fs = 10000 Hz, N = 120000
# NI 9201, 19.6.0
t,ai0
0.000000000,-0.288978342
0.000100000,-0.283835877
0.000200000,-0.273550947
0.000300000,-0.268408482
0.000400000,-0.258123552
0.000500000,-0.258123552
0.000600000,-0.252981087
0.000700000,-0.242696157
0.000800000,-0.242696157
0.000900000,-0.237553692
0.001000000,-0.232411227
0.001100000,-0.211841367
0.001200000,-0.216983832
0.001300000,-0.211841367
0.001400000,-0.206698902
0.001500000,-0.201556437
0.001600000,-0.196413972
0.001700000,-0.186129042
0.001800000,-0.186129042
0.001900000,-0.180986577
0.002000000,-0.175844112
0.002100000,-0.165559182
0.002200000,-0.160416717
0.002300000,-0.160416717
0.002400000,-0.144989322
0.002500000,-0.139846857
0.002600000,-0.139846857
0.002700000,-0.129561927
0.002800000,-0.119276997
0.002900000,-0.119276997
0.003000000,-0.114134532
0.003100000,-0.103849602
0.003200000,-0.103849602
0.003300000,-0.088422207
0.003400000,-0.083279742
0.003500000,-0.083279742
0.003600000,-0.067852347
0.003700000,-0.067852347
0.003800000,-0.062709882
0.003900000,-0.052424952
0.004000000,-0.042140022
0.004100000,-0.042140022
0.004200000,-0.036997557
0.004300000,-0.026712627
0.004400000,-0.021570162
0.004500000,-0.016427697
0.004600000,-0.011285232
0.004700000,-0.006142767
0.004800000,-0.001000302
0.004900000,0.004142163
0.005000000,0.009284628
0.005100000,0.019569558
0.005200000,0.024712023
0.005300000,0.029854488
0.005400000,0.040139418
0.005500000,0.040139418
0.005600000,0.050424348
0.005700000,0.060709278
0.005800000,0.060709278
0.005900000,0.060709278
0.006000000,0.081279138
0.006100000,0.081279138
0.006200000,0.086421603
0.006300000,0.096706533
0.006400000,0.096706533
0.006500000,0.112133928
0.006600000,0.112133928
0.006700000,0.122418858
0.006800000,0.127561323
0.006900000,0.137846253
0.007000000,0.137846253
0.007100000,0.142988718
0.007200000,0.153273648
0.007300000,0.158416113
0.007400000,0.158416113
0.007500000,0.163558578
0.007600000,0.168701043
0.007700000,0.178985973
0.007800000,0.189270903
0.007900000,0.194413368
0.008000000,0.199555833
0.008100000,0.199555833
0.008200000,0.204698298
0.008300000,0.214983228
0.008400000,0.220125693
0.008500000,0.230410623
0.008600000,0.230410623
0.008700000,0.230410623
0.008800000,0.240695553
0.008900000,0.245838018
0.009000000,0.245838018
0.009100000,0.256122948
0.009200000,0.261265413
0.009300000,0.271550343
0.009400000,0.276692808
0.009500000,0.266407878
0.009600000,0.281835273
0.009700000,0.292120203
0.009800000,0.286977738
0.009900000,0.297262668
0.010000000,0.302405133
0.010100000,0.307547598
0.010200000,0.307547598
0.010300000,0.322974993
0.010400000,0.317832528
0.010500000,0.322974993
0.010600000,0.333259923
0.010700000,0.338402388
0.010800000,0.338402388
0.010900000,0.348687318
0.011000000,0.343544853
0.011100000,0.353829783
0.011200000,0.353829783
0.011300000,0.353829783
0.011400000,0.358972248
0.011500000,0.374399643
0.011600000,0.364114713
0.011700000,0.374399643
0.011800000,0.379542108
0.011900000,0.384684573
0.012000000,0.389827038
0.012100000,0.394969503
0.012200000,0.400111968
0.012300000,0.405254433
0.012400000,0.405254433
0.012500000,0.415539363
0.012600000,0.420681828
0.012700000,0.415539363
0.012800000,0.420681828
0.012900000,0.420681828
0.013000000,0.420681828
0.013100000,0.436109223
0.013200000,0.425824293
0.013300000,0.436109223
0.013400000,0.436109223
0.013500000,0.446394153
0.013600000,0.446394153
0.013700000,0.451536618
0.013800000,0.451536618
0.013900000,0.451536618
0.014000000,0.451536618
0.014100000,0.461821548
0.014200000,0.461821548
0.014300000,0.461821548
0.014400000,0.456679083
0.014500000,0.466964013
0.014600000,0.466964013
0.014700000,0.472106478
0.014800000,0.472106478
0.014900000,0.472106478
0.015000000,0.482391408
0.015100000,0.472106478
0.015200000,0.477248943
0.015300000,0.482391408
0.015400000,0.482391408
0.015500000,0.487533873
0.015600000,0.482391408
0.015700000,0.492676338
0.015800000,0.482391408
0.015900000,0.487533873
0.016000000,0.487533873
0.016100000,0.487533873
0.016200000,0.492676338
0.016300000,0.492676338
0.016400000,0.497818803
0.016500000,0.497818803
0.016600000,0.502961268
0.016700000,0.492676338
0.016800000,0.492676338
0.016900000,0.497818803
0.017000000,0.497818803
0.017100000,0.497818803
0.017200000,0.492676338
0.017300000,0.487533873
0.017400000,0.497818803
0.017500000,0.487533873
0.017600000,0.502961268
0.017700000,0.497818803
0.017800000,0.502961268
0.017900000,0.492676338
0.018000000,0.497818803
0.018100000,0.497818803
0.018200000,0.497818803
0.018300000,0.492676338
0.018400000,0.492676338
0.018500000,0.497818803
0.018600000,0.487533873
0.018700000,0.487533873
0.018800000,0.487533873
0.018900000,0.492676338
0.019000000,0.482391408
0.019100000,0.482391408
0.019200000,0.482391408
0.019300000,0.477248943
0.019400000,0.477248943
0.019500000,0.472106478
0.019600000,0.477248943
0.019700000,0.472106478
0.019800000,0.472106478
0.019900000,0.466964013
0.020000000,0.461821548
0.020100000,0.472106478
0.020200000,0.461821548
0.020300000,0.456679083
0.020400000,0.456679083
0.020500000,0.461821548
0.020600000,0.451536618
0.020700000,0.451536618
0.020800000,0.451536618
0.020900000,0.446394153
0.021000000,0.451536618
0.021100000,0.441251688
0.021200000,0.430966758
0.021300000,0.430966758
0.021400000,0.425824293
0.021500000,0.425824293
0.021600000,0.415539363
0.021700000,0.415539363
0.021800000,0.415539363
0.021900000,0.415539363
0.022000000,0.410396898
0.022100000,0.405254433
0.022200000,0.405254433
0.022300000,0.400111968
0.022400000,0.400111968
0.022500000,0.389827038
0.022600000,0.389827038
0.022700000,0.384684573
0.022800000,0.384684573
0.022900000,0.369257178
0.023000000,0.364114713
0.023100000,0.364114713
0.023200000,0.374399643
0.023300000,0.364114713
0.023400000,0.348687318
0.023500000,0.343544853
0.023600000,0.343544853
0.023700000,0.338402388
0.023800000,0.338402388
0.023900000,0.328117458
0.024000000,0.328117458
0.024100000,0.317832528
0.024200000,0.322974993
0.024300000,0.317832528
0.024400000,0.317832528
0.024500000,0.302405133
0.024600000,0.302405133
0.024700000,0.292120203
0.024800000,0.292120203
0.024900000,0.286977738
0.025000000,0.276692808
0.025100000,0.276692808
0.025200000,0.261265413
0.025300000,0.256122948
0.025400000,0.256122948
0.025500000,0.250980483
0.025600000,0.250980483
0.025700000,0.240695553
0.025800000,0.235553088
0.025900000,0.225268158
0.026000000,0.225268158
0.026100000,0.214983228
0.026200000,0.209840763
0.026300000,0.204698298
0.026400000,0.204698298
0.026500000,0.194413368
0.026600000,0.194413368
0.026700000,0.184128438
0.026800000,0.178985973
0.026900000,0.163558578
0.027000000,0.163558578
0.027100000,0.158416113
0.027200000,0.148131183
0.027300000,0.142988718
0.027400000,0.142988718
0.027500000,0.137846253
0.027600000,0.132703788
0.027700000,0.117276393
0.027800000,0.117276393
0.027900000,0.106991463
0.028000000,0.096706533
0.028100000,0.101848998
0.028200000,0.091564068
0.028300000,0.091564068
0.028400000,0.081279138
0.028500000,0.081279138
0.028600000,0.065851743
0.028700000,0.065851743
