# 2021-02-17, 17:41:40.970636
# fs = 25 Hz, N = 512
# NI 9201, 19.6.0
t,ai0
0.000000000,-0.011285232
0.040000000,0.585240708
0.080000000,-0.952356327
0.120000000,0.945213258
0.160000000,-0.587241312
0.200000000,-0.011285232
0.240000000,0.590383173
0.280000000,-0.957498792
0.320000000,0.955498188
0.360000000,-0.582098847
0.400000000,-0.016427697
0.440000000,0.590383173
0.480000000,-0.952356327
0.520000000,0.945213258
0.560000000,-0.587241312
0.600000000,-0.006142767
0.640000000,0.590383173
0.680000000,-0.957498792
0.720000000,0.950355723
0.760000000,-0.582098847
0.800000000,-0.011285232
0.840000000,0.590383173
0.880000000,-0.957498792
0.920000000,0.940070793
0.960000000,-0.582098847
1.000000000,-0.011285232
1.040000000,0.595525638
1.080000000,-0.952356327
1.120000000,0.940070793
1.160000000,-0.582098847
1.200000000,-0.011285232
1.240000000,0.595525638
1.280000000,-0.957498792
1.320000000,0.945213258
1.360000000,-0.587241312
1.400000000,-0.011285232
1.440000000,0.590383173
1.480000000,-0.957498792
1.520000000,0.950355723
1.560000000,-0.582098847
1.600000000,-0.011285232
1.640000000,0.590383173
1.680000000,-0.957498792
1.720000000,0.945213258
1.760000000,-0.592383777
1.800000000,-0.006142767
1.840000000,0.590383173
1.880000000,-0.957498792
1.920000000,0.945213258
1.960000000,-0.582098847
2.000000000,-0.011285232
2.040000000,0.585240708
2.080000000,-0.952356327
2.120000000,0.945213258
2.160000000,-0.592383777
2.200000000,-0.006142767
2.240000000,0.590383173
2.280000000,-0.952356327
2.320000000,0.940070793
2.360000000,-0.576956382
2.400000000,-0.011285232
2.440000000,0.590383173
2.480000000,-0.952356327
2.520000000,0.940070793
2.560000000,-0.587241312
2.600000000,-0.006142767
2.640000000,0.585240708
2.680000000,-0.957498792
2.720000000,0.945213258
2.760000000,-0.582098847
2.800000000,-0.011285232
2.840000000,0.595525638
2.880000000,-0.957498792
2.920000000,0.945213258
2.960000000,-0.587241312
3.000000000,-0.011285232
3.040000000,0.585240708
3.080000000,-0.952356327
3.120000000,0.940070793
3.160000000,-0.582098847
3.200000000,-0.011285232
3.240000000,0.590383173
3.280000000,-0.957498792
3.320000000,0.945213258
3.360000000,-0.587241312
3.400000000,-0.011285232
3.440000000,0.590383173
3.480000000,-0.962641257
3.520000000,0.950355723
3.560000000,-0.587241312
3.600000000,-0.006142767
3.640000000,0.585240708
3.680000000,-0.962641257
3.720000000,0.940070793
3.760000000,-0.582098847
3.800000000,-0.011285232
3.840000000,0.590383173
3.880000000,-0.957498792
3.920000000,0.950355723
3.960000000,-0.582098847
4.000000000,-0.011285232
4.040000000,0.585240708
4.080000000,-0.952356327
4.120000000,0.940070793
4.160000000,-0.582098847
4.200000000,-0.011285232
4.240000000,0.590383173
4.280000000,-0.952356327
4.320000000,0.950355723
4.360000000,-0.587241312
4.400000000,-0.011285232
4.440000000,0.590383173
4.480000000,-0.952356327
4.520000000,0.940070793
4.560000000,-0.582098847
4.600000000,-0.011285232
4.640000000,0.590383173
4.680000000,-0.957498792
4.720000000,0.950355723
4.760000000,-0.582098847
4.800000000,-0.011285232
4.840000000,0.585240708
4.880000000,-0.957498792
4.920000000,0.945213258
4.960000000,-0.597526242
5.000000000,-0.011285232
5.040000000,0.590383173
5.080000000,-0.957498792
5.120000000,0.945213258
5.160000000,-0.587241312
5.200000000,-0.011285232
5.240000000,0.585240708
5.280000000,-0.952356327
5.320000000,0.945213258
5.360000000,-0.587241312
5.400000000,-0.006142767
5.440000000,0.590383173
5.480000000,-0.947213862
5.520000000,0.945213258
5.560000000,-0.587241312
